#	X	Y	Z
958	5	6	15	16
959	5	6	16	17
960	5	7	9	11
961	5	7	11	13
962	5	7	13	15
963	5	7	15	17
964	5	7	17	19
965	5	7	19	21
966	5	7	21	23
967	5	7	23	25
968	5	7	25	27
969	5	7	27	29
970	54	49	44	39
971	54	49	39	34
972	54	49	34	29
973	54	49	29	24
974	54	49	24	19
975	54	49	19	14
976	54	49	14	9
977	54	49	9	4
978	70	64	58	52
979	70	64	52	46
980	70	64	46	40
981	70	64	40	34
982	70	64	34	28
983	70	64	28	22
984	70	64	22	16
985	70	64	16	10
986	70	64	10	4
987	64	58	52	46
988	64	58	46	40
989	64	58	40	34
990	64	58	34	28
991	64	58	28	22
992	64	58	22	16
993	64	58	16	10
994	64	58	10	4
995	58	52	46	40
996	58	52	40	34
997	58	52	34	28
998	58	52	28	22
999	58	52	22	16
1000	58	52	16	10
1001	58	52	10	4
1002	5	12	19	26
1003	5	12	26	33
1004	5	12	33	40
1005	5	12	40	47
1006	5	12	47	54
1007	5	12	54	61
1008	5	12	61	68
1009	6	10	14	18
1010	6	10	18	22
1011	6	10	22	26
1012	6	10	26	30
1013	6	10	30	34
1014	6	10	34	38
1015	6	10	38	42
1016	6	10	42	46
1017	6	10	46	50
1018	6	10	50	54
1019	6	11	16	21
1020	6	11	21	26
1021	6	11	26	31
1022	6	11	31	36
1023	6	11	36	41
1024	6	11	41	46
1025	6	11	46	51
1026	6	11	51	56
1027	6	11	56	61
1028	6	11	61	66
1029	6	12	18	24
1030	6	12	24	30
1031	6	12	30	36
1032	6	12	36	42
1033	6	12	42	48
1034	6	12	48	54
1035	6	12	54	60
1036	6	12	60	66
1037	6	12	66	72
1038	53	49	45	41
1039	53	49	41	37
1040	53	49	37	33
1041	53	49	33	29
1042	53	49	29	25
1043	53	49	25	21
1044	53	49	21	17
1045	53	49	17	13
1046	53	49	13	9
1047	53	49	9	5
1048	65	60	55	50
1049	65	60	50	45
1050	65	60	45	40
1051	65	60	40	35
1052	65	60	35	30
1053	65	60	30	25
1054	65	60	25	20
1055	65	60	20	15
1056	65	60	15	10
1057	65	60	10	5
1058	29	27	25	23
1059	29	27	23	21
1060	29	27	21	19
1061	29	27	19	17
1062	29	27	17	15
1063	29	27	15	13
1064	29	27	13	11
1065	29	27	11	9
1066	29	27	9	7
1067	29	27	7	5
1068	17	16	15	14
1069	17	16	14	13
1070	17	16	13	12
1071	17	16	12	11
1072	17	16	11	10
1073	17	16	10	9
1074	17	16	9	8
1075	17	16	8	7
1076	17	16	7	6
1077	17	16	6	5
1078	60	55	50	45
1079	60	55	45	40
1080	60	55	40	35
1081	60	55	35	30
1082	60	55	30	25
1083	60	55	25	20
1084	60	55	20	15
1085	60	55	15	10
1086	60	55	10	5
1087	55	50	45	40
1088	55	50	40	35
1089	55	50	35	30
1090	55	50	30	25
1091	55	50	25	20
1092	55	50	20	15
1093	55	50	15	10
1094	55	50	10	5
1095	50	45	40	35
1096	50	45	35	30
1097	50	45	30	25
1098	50	45	25	20
1099	50	45	20	15
1100	50	45	15	10
1101	50	45	10	5
1102	41	38	35	32
1103	41	38	32	29
1104	41	38	29	26
1105	41	38	26	23
1106	41	38	23	20
1107	41	38	20	17
1108	41	38	17	14
1109	41	38	14	11
1110	41	38	11	8
1111	41	38	8	5
1112	68	61	54	47
1113	68	61	47	40
1114	68	61	40	33
1115	68	61	33	26
1116	68	61	26	19
1117	68	61	19	12
1118	68	61	12	5
1119	6	7	8	9
1120	6	7	9	10
1121	6	7	10	11
1122	6	7	11	12
1123	6	7	12	13
1124	6	7	13	14
1125	6	7	14	15
1126	6	7	15	16
1127	6	7	16	17
1128	6	7	17	18
1129	6	8	10	12
1130	6	8	12	14
1131	6	8	14	16
1132	6	8	16	18
1133	6	8	18	20
1134	6	8	20	22
1135	6	8	22	24
1136	6	8	24	26
1137	6	8	26	28
1138	6	8	28	30
1139	71	65	59	53
1140	71	65	53	47
1141	71	65	47	41
1142	71	65	41	35
1143	71	65	35	29
1144	71	65	29	23
1145	71	65	23	17
1146	71	65	17	11
1147	71	65	11	5
1148	65	59	53	47
1149	65	59	47	41
1150	65	59	41	35
1151	65	59	35	29
1152	65	59	29	23
1153	65	59	23	17
1154	65	59	17	11
1155	65	59	11	5
1156	59	53	47	41
1157	59	53	41	35
1158	59	53	35	29
1159	59	53	29	23
1160	59	53	23	17
1161	59	53	17	11
1162	59	53	11	5
1163	6	9	12	15
1164	6	9	15	18
1165	6	9	18	21
1166	6	9	21	24
1167	6	9	24	27
1168	6	9	27	30
1169	6	9	30	33
1170	6	9	33	36
1171	6	9	36	39
1172	6	9	39	42
1173	6	13	20	27
1174	6	13	27	34
1175	6	13	34	41
1176	6	13	41	48
1177	6	13	48	55
1178	6	13	55	62
1179	6	13	62	69
1180	7	11	15	19
1181	7	11	19	23
1182	7	11	23	27
1183	7	11	27	31
1184	7	11	31	35
1185	7	11	35	39
1186	7	11	39	43
1187	7	11	43	47
1188	7	11	47	51
1189	7	11	51	55
1190	7	12	17	22
1191	7	12	22	27
1192	7	12	27	32
1193	7	12	32	37
1194	7	12	37	42
1195	7	12	42	47
1196	7	12	47	52
1197	7	12	52	57
1198	7	12	57	62
1199	7	12	62	67
1200	7	13	19	25
1201	7	13	25	31
1202	7	13	31	37
1203	7	13	37	43
1204	7	13	43	49
1205	7	13	49	55
1206	7	13	55	61
1207	7	13	61	67
1208	54	50	46	42
1209	54	50	42	38
1210	54	50	38	34
1211	54	50	34	30
1212	54	50	30	26
1213	54	50	26	22
1214	54	50	22	18
1215	54	50	18	14
1216	54	50	14	10
1217	54	50	10	6
1218	66	61	56	51
1219	66	61	51	46
1220	66	61	46	41
1221	66	61	41	36
1222	66	61	36	31
1223	66	61	31	26
1224	66	61	26	21
1225	66	61	21	16
1226	66	61	16	11
1227	66	61	11	6
1228	30	28	26	24
1229	30	28	24	22
1230	30	28	22	20
1231	30	28	20	18
1232	30	28	18	16
1233	30	28	16	14
1234	30	28	14	12
1235	30	28	12	10
1236	30	28	10	8
1237	30	28	8	6
1238	18	17	16	15
1239	18	17	15	14
1240	18	17	14	13
1241	18	17	13	12
1242	18	17	12	11
1243	18	17	11	10
1244	18	17	10	9
1245	18	17	9	8
1246	18	17	8	7
1247	18	17	7	6
1248	69	62	55	48
1249	69	62	48	41
1250	69	62	41	34
1251	69	62	34	27
1252	69	62	27	20
1253	69	62	20	13
1254	69	62	13	6
1255	55	51	47	43
1256	55	51	43	39
1257	55	51	39	35
1258	55	51	35	31
1259	55	51	31	27
1260	55	51	27	23
1261	55	51	23	19
1262	55	51	19	15
1263	55	51	15	11
1264	55	51	11	7
1265	7	10	13	16
1266	7	10	16	19
1267	7	10	19	22
1268	7	10	22	25
1269	7	10	25	28
1270	7	10	28	31
1271	7	10	31	34
1272	7	10	34	37
1273	7	10	37	40
1274	7	10	40	43
1275	42	39	36	33
1276	42	39	33	30
1277	42	39	30	27
1278	42	39	27	24
1279	42	39	24	21
1280	42	39	21	18
1281	42	39	18	15
1282	42	39	15	12
1283	42	39	12	9
1284	42	39	9	6
1285	7	9	11	13
1286	7	9	13	15
1287	7	9	15	17
1288	7	9	17	19
1289	7	9	19	21
1290	7	9	21	23
1291	7	9	23	25
1292	7	9	25	27
1293	7	9	27	29
1294	7	9	29	31
1295	8	10	12	14
1296	8	10	14	16
1297	8	10	16	18
1298	8	10	18	20
1299	8	10	20	22
1300	8	10	22	24
1301	8	10	24	26
1302	8	10	26	28
1303	8	10	28	30
1304	8	10	30	32
