A,B,M,N
31,32,33,34
31,32,34,35
31,32,35,36
31,32,36,37
31,32,37,38
31,32,38,39
31,32,39,40
31,32,40,41
31,32,41,42
31,32,42,43
31,32,30,29
31,32,29,28
31,32,28,27
31,32,27,26
31,32,26,25
31,32,25,24
31,32,24,23
31,32,23,22
31,32,22,21
31,32,21,20
20,22,24,26
20,22,26,28
20,22,28,30
20,22,30,32
20,22,32,34
20,22,34,36
20,22,36,38
20,22,38,40
20,22,40,42
20,22,42,44
42,44,46,48
42,44,48,50
42,44,50,52
42,44,52,54
42,44,54,56
42,44,56,58
42,44,58,60
42,44,60,62
42,44,62,64
42,44,64,66
42,44,40,38
42,44,38,36
42,44,36,34
42,44,34,32
42,44,32,30
42,44,30,28
42,44,28,26
42,44,26,24
42,44,24,22
42,44,22,20
20,23,21,22
20,23,22,26
20,23,26,29
20,23,29,32
20,23,32,35
20,23,35,38
20,23,38,41
20,23,41,44
20,23,44,47
20,23,47,50
47,50,49,48
47,50,48,44
47,50,44,41
47,50,41,38
47,50,38,35
47,50,35,32
47,50,32,29
47,50,29,26
47,50,26,23
47,50,23,20
20,24,21,23
20,24,23,28
20,24,28,32
20,24,32,36
20,24,36,40
20,24,40,44
20,24,44,48
20,24,48,52
20,24,52,56
20,24,56,60
56,60,59,57
56,60,57,52
56,60,52,48
56,60,48,44
56,60,44,40
56,60,40,36
56,60,36,32
56,60,32,28
56,60,28,24
56,60,24,20
20,25,21,24
20,25,24,30
20,25,30,35
20,25,35,40
20,25,40,45
20,25,45,50
20,25,50,55
20,25,55,60
20,25,60,65
20,25,65,70
65,70,69,66
65,70,66,60
65,70,60,55
65,70,55,50
65,70,50,45
65,70,45,40
65,70,40,35
65,70,35,30
65,70,30,25
65,70,25,20
20,56,22,54
20,56,54,24
20,56,24,52
20,56,52,26
20,56,26,50
20,56,50,28
20,56,28,48
20,56,48,30
20,56,30,46
20,56,46,32
20,58,22,56
20,58,56,24
20,58,24,54
20,58,54,26
20,58,26,52
20,58,52,28
20,58,28,50
20,58,50,30
20,58,30,48
20,58,48,32
20,60,23,57
20,60,57,26
20,60,26,54
20,60,54,29
20,60,29,51
20,60,51,32
20,60,32,48
20,60,48,35
20,60,35,45
20,60,45,38
20,62,23,59
20,62,59,26
20,62,26,56
20,62,56,29
20,62,29,53
20,62,53,32
20,62,32,50
20,62,50,35
20,62,35,47
20,62,47,38
20,64,23,61
20,64,61,26
20,64,26,58
20,64,58,29
20,64,29,55
20,64,55,32
20,64,32,52
20,64,52,35
20,64,35,49
20,64,49,38
20,66,23,63
20,66,63,26
20,66,26,60
20,66,60,29
20,66,29,57
20,66,57,32
20,66,32,54
20,66,54,35
20,66,35,51
20,66,51,38
20,68,23,65
20,68,65,26
20,68,26,62
20,68,62,29
20,68,29,59
20,68,59,32
20,68,32,56
20,68,56,35
20,68,35,53
20,68,53,38
20,70,23,67
20,70,67,26
20,70,26,64
20,70,64,29
20,70,29,61
20,70,61,32
20,70,32,58
20,70,58,35
20,70,35,55
20,70,55,38
20,72,23,69
20,72,69,26
20,72,26,66
20,72,66,29
20,72,29,63
20,72,63,32
20,72,32,60
20,72,60,35
20,72,35,57
20,72,57,38
32,33,34,35
32,33,35,36
32,33,36,37
32,33,37,38
32,33,38,39
32,33,39,40
32,33,40,41
32,33,41,42
32,33,42,43
32,33,43,44
32,33,31,30
32,33,30,29
32,33,29,28
32,33,28,27
32,33,27,26
32,33,26,25
32,33,25,24
32,33,24,23
32,33,23,22
32,33,22,21
21,23,25,27
21,23,27,29
21,23,29,31
21,23,31,33
21,23,33,35
21,23,35,37
21,23,37,39
21,23,39,41
21,23,41,43
21,23,43,45
43,45,47,49
43,45,49,51
43,45,51,53
43,45,53,55
43,45,55,57
43,45,57,59
43,45,59,61
43,45,61,63
43,45,63,65
43,45,65,67
43,45,41,39
43,45,39,37
43,45,37,35
43,45,35,33
43,45,33,31
43,45,31,29
43,45,29,27
43,45,27,25
43,45,25,23
43,45,23,21
21,24,22,23
21,24,23,27
21,24,27,30
21,24,30,33
21,24,33,36
21,24,36,39
21,24,39,42
21,24,42,45
21,24,45,48
21,24,48,51
48,51,50,49
48,51,49,45
48,51,45,42
48,51,42,39
48,51,39,36
48,51,36,33
48,51,33,30
48,51,30,27
48,51,27,24
48,51,24,21
21,25,22,24
21,25,24,29
21,25,29,33
21,25,33,37
21,25,37,41
21,25,41,45
21,25,45,49
21,25,49,53
21,25,53,57
21,25,57,61
57,61,60,58
57,61,58,53
57,61,53,49
57,61,49,45
57,61,45,41
57,61,41,37
57,61,37,33
57,61,33,29
57,61,29,25
57,61,25,21
21,26,22,25
21,26,25,31
21,26,31,36
21,26,36,41
21,26,41,46
21,26,46,51
21,26,51,56
21,26,56,61
21,26,61,66
21,26,66,71
66,71,70,67
66,71,67,61
66,71,61,56
66,71,56,51
66,71,51,46
66,71,46,41
66,71,41,36
66,71,36,31
66,71,31,26
66,71,26,21
21,57,23,55
21,57,55,25
21,57,25,53
21,57,53,27
21,57,27,51
21,57,51,29
21,57,29,49
21,57,49,31
21,57,31,47
21,57,47,33
21,59,23,57
21,59,57,25
21,59,25,55
21,59,55,27
21,59,27,53
21,59,53,29
21,59,29,51
21,59,51,31
21,59,31,49
21,59,49,33
21,61,24,58
21,61,58,27
21,61,27,55
21,61,55,30
21,61,30,52
21,61,52,33
21,61,33,49
21,61,49,36
21,61,36,46
21,61,46,39
21,63,24,60
21,63,60,27
21,63,27,57
21,63,57,30
21,63,30,54
21,63,54,33
21,63,33,51
21,63,51,36
21,63,36,48
21,63,48,39
21,65,24,62
21,65,62,27
21,65,27,59
21,65,59,30
21,65,30,56
21,65,56,33
21,65,33,53
21,65,53,36
21,65,36,50
21,65,50,39
21,67,24,64
21,67,64,27
21,67,27,61
21,67,61,30
21,67,30,58
21,67,58,33
21,67,33,55
21,67,55,36
21,67,36,52
21,67,52,39
21,69,24,66
21,69,66,27
21,69,27,63
21,69,63,30
21,69,30,60
21,69,60,33
21,69,33,57
21,69,57,36
21,69,36,54
21,69,54,39
21,71,24,68
21,71,68,27
21,71,27,65
21,71,65,30
21,71,30,62
21,71,62,33
21,71,33,59
21,71,59,36
21,71,36,56
21,71,56,39
33,34,35,36
33,34,36,37
33,34,37,38
33,34,38,39
33,34,39,40
33,34,40,41
33,34,41,42
33,34,42,43
33,34,43,44
33,34,44,45
33,34,32,31
33,34,31,30
33,34,30,29
33,34,29,28
33,34,28,27
33,34,27,26
33,34,26,25
33,34,25,24
33,34,24,23
33,34,23,22
22,24,26,28
22,24,28,30
22,24,30,32
22,24,32,34
22,24,34,36
22,24,36,38
22,24,38,40
22,24,40,42
22,24,42,44
22,24,44,46
44,46,48,50
44,46,50,52
44,46,52,54
44,46,54,56
44,46,56,58
44,46,58,60
44,46,60,62
44,46,62,64
44,46,64,66
44,46,66,68
44,46,42,40
44,46,40,38
44,46,38,36
44,46,36,34
44,46,34,32
44,46,32,30
44,46,30,28
44,46,28,26
44,46,26,24
44,46,24,22
22,25,23,24
22,25,24,28
22,25,28,31
22,25,31,34
22,25,34,37
22,25,37,40
22,25,40,43
22,25,43,46
22,25,46,49
22,25,49,52
49,52,51,50
49,52,50,46
49,52,46,43
49,52,43,40
49,52,40,37
49,52,37,34
49,52,34,31
49,52,31,28
49,52,28,25
49,52,25,22
22,26,23,25
22,26,25,30
22,26,30,34
22,26,34,38
22,26,38,42
22,26,42,46
22,26,46,50
22,26,50,54
22,26,54,58
22,26,58,62
58,62,61,59
58,62,59,54
58,62,54,50
58,62,50,46
58,62,46,42
58,62,42,38
58,62,38,34
58,62,34,30
58,62,30,26
58,62,26,22
22,27,23,26
22,27,26,32
22,27,32,37
22,27,37,42
22,27,42,47
22,27,47,52
22,27,52,57
22,27,57,62
22,27,62,67
22,27,67,72
67,72,71,68
67,72,68,62
67,72,62,57
67,72,57,52
67,72,52,47
67,72,47,42
67,72,42,37
67,72,37,32
67,72,32,27
67,72,27,22
22,58,24,56
22,58,56,26
22,58,26,54
22,58,54,28
22,58,28,52
22,58,52,30
22,58,30,50
22,58,50,32
22,58,32,48
22,58,48,34
22,60,24,58
22,60,58,26
22,60,26,56
22,60,56,28
22,60,28,54
22,60,54,30
22,60,30,52
22,60,52,32
22,60,32,50
22,60,50,34
22,62,25,59
22,62,59,28
22,62,28,56
22,62,56,31
22,62,31,53
22,62,53,34
22,62,34,50
22,62,50,37
22,62,37,47
22,62,47,40
22,64,25,61
22,64,61,28
22,64,28,58
22,64,58,31
22,64,31,55
22,64,55,34
22,64,34,52
22,64,52,37
22,64,37,49
22,64,49,40
22,66,25,63
22,66,63,28
22,66,28,60
22,66,60,31
22,66,31,57
22,66,57,34
22,66,34,54
22,66,54,37
22,66,37,51
22,66,51,40
22,68,25,65
22,68,65,28
22,68,28,62
22,68,62,31
22,68,31,59
22,68,59,34
22,68,34,56
22,68,56,37
22,68,37,53
22,68,53,40
22,70,25,67
22,70,67,28
22,70,28,64
22,70,64,31
22,70,31,61
22,70,61,34
22,70,34,58
22,70,58,37
22,70,37,55
22,70,55,40
22,72,25,69
22,72,69,28
22,72,28,66
22,72,66,31
22,72,31,63
22,72,63,34
22,72,34,60
22,72,60,37
22,72,37,57
22,72,57,40
34,35,36,37
34,35,37,38
34,35,38,39
34,35,39,40
34,35,40,41
34,35,41,42
34,35,42,43
34,35,43,44
34,35,44,45
34,35,45,46
34,35,33,32
34,35,32,31
34,35,31,30
34,35,30,29
34,35,29,28
34,35,28,27
34,35,27,26
34,35,26,25
34,35,25,24
34,35,24,23
45,47,49,51
45,47,51,53
45,47,53,55
45,47,55,57
45,47,57,59
45,47,59,61
45,47,61,63
45,47,63,65
45,47,65,67
45,47,67,69
45,47,43,41
45,47,41,39
45,47,39,37
45,47,37,35
45,47,35,33
45,47,33,31
45,47,31,29
45,47,29,27
45,47,27,25
45,47,25,23
23,26,24,25
23,26,25,29
23,26,29,32
23,26,32,35
23,26,35,38
23,26,38,41
23,26,41,44
23,26,44,47
23,26,47,50
23,26,50,53
50,53,52,51
50,53,51,47
50,53,47,44
50,53,44,41
50,53,41,38
50,53,38,35
50,53,35,32
50,53,32,29
50,53,29,26
50,53,26,23
23,27,24,26
23,27,26,31
23,27,31,35
23,27,35,39
23,27,39,43
23,27,43,47
23,27,47,51
23,27,51,55
23,27,55,59
23,27,59,63
59,63,62,60
59,63,60,55
59,63,55,51
59,63,51,47
59,63,47,43
59,63,43,39
59,63,39,35
59,63,35,31
59,63,31,27
59,63,27,23
23,59,25,57
23,59,57,27
23,59,27,55
23,59,55,29
23,59,29,53
23,59,53,31
23,59,31,51
23,59,51,33
23,59,33,49
23,59,49,35
23,61,25,59
23,61,59,27
23,61,27,57
23,61,57,29
23,61,29,55
23,61,55,31
23,61,31,53
23,61,53,33
23,61,33,51
23,61,51,35
23,63,26,60
23,63,60,29
23,63,29,57
23,63,57,32
23,63,32,54
23,63,54,35
23,63,35,51
23,63,51,38
23,63,38,48
23,63,48,41
23,65,26,62
23,65,62,29
23,65,29,59
23,65,59,32
23,65,32,56
23,65,56,35
23,65,35,53
23,65,53,38
23,65,38,50
23,65,50,41
23,67,26,64
23,67,64,29
23,67,29,61
23,67,61,32
23,67,32,58
23,67,58,35
23,67,35,55
23,67,55,38
23,67,38,52
23,67,52,41
23,69,26,66
23,69,66,29
23,69,29,63
23,69,63,32
23,69,32,60
23,69,60,35
23,69,35,57
23,69,57,38
23,69,38,54
23,69,54,41
23,71,26,68
23,71,68,29
23,71,29,65
23,71,65,32
23,71,32,62
23,71,62,35
23,71,35,59
23,71,59,38
23,71,38,56
23,71,56,41
35,36,37,38
35,36,38,39
35,36,39,40
35,36,40,41
35,36,41,42
35,36,42,43
35,36,43,44
35,36,44,45
35,36,45,46
35,36,46,47
35,36,34,33
35,36,33,32
35,36,32,31
35,36,31,30
35,36,30,29
35,36,29,28
35,36,28,27
35,36,27,26
35,36,26,25
35,36,25,24
46,48,50,52
46,48,52,54
46,48,54,56
46,48,56,58
46,48,58,60
46,48,60,62
46,48,62,64
46,48,64,66
46,48,66,68
46,48,68,70
46,48,44,42
46,48,42,40
46,48,40,38
46,48,38,36
46,48,36,34
46,48,34,32
46,48,32,30
46,48,30,28
46,48,28,26
46,48,26,24
24,27,25,26
24,27,26,30
24,27,30,33
24,27,33,36
24,27,36,39
24,27,39,42
24,27,42,45
24,27,45,48
24,27,48,51
24,27,51,54
51,54,53,52
51,54,52,48
51,54,48,45
51,54,45,42
51,54,42,39
51,54,39,36
51,54,36,33
51,54,33,30
51,54,30,27
51,54,27,24
24,28,25,27
24,28,27,32
24,28,32,36
24,28,36,40
24,28,40,44
24,28,44,48
24,28,48,52
24,28,52,56
24,28,56,60
24,28,60,64
60,64,63,61
60,64,61,56
60,64,56,52
60,64,52,48
60,64,48,44
60,64,44,40
60,64,40,36
60,64,36,32
60,64,32,28
60,64,28,24
24,60,26,58
24,60,58,28
24,60,28,56
24,60,56,30
24,60,30,54
24,60,54,32
24,60,32,52
24,60,52,34
24,60,34,50
24,60,50,36
24,62,26,60
24,62,60,28
24,62,28,58
24,62,58,30
24,62,30,56
24,62,56,32
24,62,32,54
24,62,54,34
24,62,34,52
24,62,52,36
24,64,27,61
24,64,61,30
24,64,30,58
24,64,58,33
24,64,33,55
24,64,55,36
24,64,36,52
24,64,52,39
24,64,39,49
24,64,49,42
24,66,27,63
24,66,63,30
24,66,30,60
24,66,60,33
24,66,33,57
24,66,57,36
24,66,36,54
24,66,54,39
24,66,39,51
24,66,51,42
24,68,27,65
24,68,65,30
24,68,30,62
24,68,62,33
24,68,33,59
24,68,59,36
24,68,36,56
24,68,56,39
24,68,39,53
24,68,53,42
24,70,27,67
24,70,67,30
24,70,30,64
24,70,64,33
24,70,33,61
24,70,61,36
24,70,36,58
24,70,58,39
24,70,39,55
24,70,55,42
24,72,27,69
24,72,69,30
24,72,30,66
24,72,66,33
24,72,33,63
24,72,63,36
24,72,36,60
24,72,60,39
24,72,39,57
24,72,57,42
36,37,38,39
36,37,39,40
36,37,40,41
36,37,41,42
36,37,42,43
36,37,43,44
36,37,44,45
36,37,45,46
36,37,46,47
36,37,47,48
36,37,35,34
36,37,34,33
36,37,33,32
36,37,32,31
36,37,31,30
36,37,30,29
36,37,29,28
36,37,28,27
36,37,27,26
36,37,26,25
47,49,51,53
47,49,53,55
47,49,55,57
47,49,57,59
47,49,59,61
47,49,61,63
47,49,63,65
47,49,65,67
47,49,67,69
47,49,69,71
47,49,45,43
47,49,43,41
47,49,41,39
47,49,39,37
47,49,37,35
47,49,35,33
47,49,33,31
47,49,31,29
47,49,29,27
47,49,27,25
25,28,26,27
25,28,27,31
25,28,31,34
25,28,34,37
25,28,37,40
25,28,40,43
25,28,43,46
25,28,46,49
25,28,49,52
25,28,52,55
52,55,54,53
52,55,53,49
52,55,49,46
52,55,46,43
52,55,43,40
52,55,40,37
52,55,37,34
52,55,34,31
52,55,31,28
52,55,28,25
25,29,26,28
25,29,28,33
25,29,33,37
25,29,37,41
25,29,41,45
25,29,45,49
25,29,49,53
25,29,53,57
25,29,57,61
25,29,61,65
61,65,64,62
61,65,62,57
61,65,57,53
61,65,53,49
61,65,49,45
61,65,45,41
61,65,41,37
61,65,37,33
61,65,33,29
61,65,29,25
25,61,27,59
25,61,59,29
25,61,29,57
25,61,57,31
25,61,31,55
25,61,55,33
25,61,33,53
25,61,53,35
25,61,35,51
25,61,51,37
25,63,27,61
25,63,61,29
25,63,29,59
25,63,59,31
25,63,31,57
25,63,57,33
25,63,33,55
25,63,55,35
25,63,35,53
25,63,53,37
25,65,28,62
25,65,62,31
25,65,31,59
25,65,59,34
25,65,34,56
25,65,56,37
25,65,37,53
25,65,53,40
25,65,40,50
25,65,50,43
25,67,28,64
25,67,64,31
25,67,31,61
25,67,61,34
25,67,34,58
25,67,58,37
25,67,37,55
25,67,55,40
25,67,40,52
25,67,52,43
25,69,28,66
25,69,66,31
25,69,31,63
25,69,63,34
25,69,34,60
25,69,60,37
25,69,37,57
25,69,57,40
25,69,40,54
25,69,54,43
25,71,28,68
25,71,68,31
25,71,31,65
25,71,65,34
25,71,34,62
25,71,62,37
25,71,37,59
25,71,59,40
25,71,40,56
25,71,56,43
37,38,39,40
37,38,40,41
37,38,41,42
37,38,42,43
37,38,43,44
37,38,44,45
37,38,45,46
37,38,46,47
37,38,47,48
37,38,48,49
37,38,36,35
37,38,35,34
37,38,34,33
37,38,33,32
37,38,32,31
37,38,31,30
37,38,30,29
37,38,29,28
37,38,28,27
37,38,27,26
48,50,52,54
48,50,54,56
48,50,56,58
48,50,58,60
48,50,60,62
48,50,62,64
48,50,64,66
48,50,66,68
48,50,68,70
48,50,70,72
48,50,46,44
48,50,44,42
48,50,42,40
48,50,40,38
48,50,38,36
48,50,36,34
48,50,34,32
48,50,32,30
48,50,30,28
48,50,28,26
26,29,27,28
26,29,28,32
26,29,32,35
26,29,35,38
26,29,38,41
26,29,41,44
26,29,44,47
26,29,47,50
26,29,50,53
26,29,53,56
53,56,55,54
53,56,54,50
53,56,50,47
53,56,47,44
53,56,44,41
53,56,41,38
53,56,38,35
53,56,35,32
53,56,32,29
53,56,29,26
26,30,27,29
26,30,29,34
26,30,34,38
26,30,38,42
26,30,42,46
26,30,46,50
26,30,50,54
26,30,54,58
26,30,58,62
26,30,62,66
62,66,65,63
62,66,63,58
62,66,58,54
62,66,54,50
62,66,50,46
62,66,46,42
62,66,42,38
62,66,38,34
62,66,34,30
62,66,30,26
26,62,28,60
26,62,60,30
26,62,30,58
26,62,58,32
26,62,32,56
26,62,56,34
26,62,34,54
26,62,54,36
26,62,36,52
26,62,52,38
26,64,28,62
26,64,62,30
26,64,30,60
26,64,60,32
26,64,32,58
26,64,58,34
26,64,34,56
26,64,56,36
26,64,36,54
26,64,54,38
26,66,29,63
26,66,63,32
26,66,32,60
26,66,60,35
26,66,35,57
26,66,57,38
26,66,38,54
26,66,54,41
26,66,41,51
26,66,51,44
26,68,29,65
26,68,65,32
26,68,32,62
26,68,62,35
26,68,35,59
26,68,59,38
26,68,38,56
26,68,56,41
26,68,41,53
26,68,53,44
26,70,29,67
26,70,67,32
26,70,32,64
26,70,64,35
26,70,35,61
26,70,61,38
26,70,38,58
26,70,58,41
26,70,41,55
26,70,55,44
26,72,29,69
26,72,69,32
26,72,32,66
26,72,66,35
26,72,35,63
26,72,63,38
26,72,38,60
26,72,60,41
26,72,41,57
26,72,57,44
38,39,40,41
38,39,41,42
38,39,42,43
38,39,43,44
38,39,44,45
38,39,45,46
38,39,46,47
38,39,47,48
38,39,48,49
38,39,49,50
38,39,37,36
38,39,36,35
38,39,35,34
38,39,34,33
38,39,33,32
38,39,32,31
38,39,31,30
38,39,30,29
38,39,29,28
38,39,28,27
49,51,47,45
49,51,45,43
49,51,43,41
49,51,41,39
49,51,39,37
49,51,37,35
49,51,35,33
49,51,33,31
49,51,31,29
49,51,29,27
27,30,28,29
27,30,29,33
27,30,33,36
27,30,36,39
27,30,39,42
27,30,42,45
27,30,45,48
27,30,48,51
27,30,51,54
27,30,54,57
54,57,56,55
54,57,55,51
54,57,51,48
54,57,48,45
54,57,45,42
54,57,42,39
54,57,39,36
54,57,36,33
54,57,33,30
54,57,30,27
27,31,28,30
27,31,30,35
27,31,35,39
27,31,39,43
27,31,43,47
27,31,47,51
27,31,51,55
27,31,55,59
27,31,59,63
27,31,63,67
63,67,66,64
63,67,64,59
63,67,59,55
63,67,55,51
63,67,51,47
63,67,47,43
63,67,43,39
63,67,39,35
63,67,35,31
63,67,31,27
27,63,29,61
27,63,61,31
27,63,31,59
27,63,59,33
27,63,33,57
27,63,57,35
27,63,35,55
27,63,55,37
27,63,37,53
27,63,53,39
27,65,29,63
27,65,63,31
27,65,31,61
27,65,61,33
27,65,33,59
27,65,59,35
27,65,35,57
27,65,57,37
27,65,37,55
27,65,55,39
27,67,30,64
27,67,64,33
27,67,33,61
27,67,61,36
27,67,36,58
27,67,58,39
27,67,39,55
27,67,55,42
27,67,42,52
27,67,52,45
27,69,30,66
27,69,66,33
27,69,33,63
27,69,63,36
27,69,36,60
27,69,60,39
27,69,39,57
27,69,57,42
27,69,42,54
27,69,54,45
27,71,30,68
27,71,68,33
27,71,33,65
27,71,65,36
27,71,36,62
27,71,62,39
27,71,39,59
27,71,59,42
27,71,42,56
27,71,56,45
39,40,41,42
39,40,42,43
39,40,43,44
39,40,44,45
39,40,45,46
39,40,46,47
39,40,47,48
39,40,48,49
39,40,49,50
39,40,50,51
39,40,38,37
39,40,37,36
39,40,36,35
39,40,35,34
39,40,34,33
39,40,33,32
39,40,32,31
39,40,31,30
39,40,30,29
39,40,29,28
50,52,48,46
50,52,46,44
50,52,44,42
50,52,42,40
50,52,40,38
50,52,38,36
50,52,36,34
50,52,34,32
50,52,32,30
50,52,30,28
55,58,57,56
55,58,56,52
55,58,52,49
55,58,49,46
55,58,46,43
55,58,43,40
55,58,40,37
55,58,37,34
55,58,34,31
55,58,31,28
28,32,29,31
28,32,31,36
28,32,36,40
28,32,40,44
28,32,44,48
28,32,48,52
28,32,52,56
28,32,56,60
28,32,60,64
28,32,64,68
64,68,67,65
64,68,65,60
64,68,60,56
64,68,56,52
64,68,52,48
64,68,48,44
64,68,44,40
64,68,40,36
64,68,36,32
64,68,32,28
28,64,30,62
28,64,62,32
28,64,32,60
28,64,60,34
28,64,34,58
28,64,58,36
28,64,36,56
28,64,56,38
28,64,38,54
28,64,54,40
28,66,30,64
28,66,64,32
28,66,32,62
28,66,62,34
28,66,34,60
28,66,60,36
28,66,36,58
28,66,58,38
28,66,38,56
28,66,56,40
28,68,31,65
28,68,65,34
28,68,34,62
28,68,62,37
28,68,37,59
28,68,59,40
28,68,40,56
28,68,56,43
28,68,43,53
28,68,53,46
28,70,31,67
28,70,67,34
28,70,34,64
28,70,64,37
28,70,37,61
28,70,61,40
28,70,40,58
28,70,58,43
28,70,43,55
28,70,55,46
28,72,31,69
28,72,69,34
28,72,34,66
28,72,66,37
28,72,37,63
28,72,63,40
28,72,40,60
28,72,60,43
28,72,43,57
28,72,57,46
40,41,42,43
40,41,43,44
40,41,44,45
40,41,45,46
40,41,46,47
40,41,47,48
40,41,48,49
40,41,49,50
40,41,50,51
40,41,51,52
40,41,39,38
40,41,38,37
40,41,37,36
40,41,36,35
40,41,35,34
40,41,34,33
40,41,33,32
40,41,32,31
40,41,31,30
40,41,30,29
51,53,49,47
51,53,47,45
51,53,45,43
51,53,43,41
51,53,41,39
51,53,39,37
51,53,37,35
51,53,35,33
51,53,33,31
51,53,31,29
56,59,58,57
56,59,57,53
56,59,53,50
56,59,50,47
56,59,47,44
56,59,44,41
56,59,41,38
56,59,38,35
56,59,35,32
56,59,32,29
29,33,30,32
29,33,32,37
29,33,37,41
29,33,41,45
29,33,45,49
29,33,49,53
29,33,53,57
29,33,57,61
29,33,61,65
29,33,65,69
65,69,68,66
65,69,66,61
65,69,61,57
65,69,57,53
65,69,53,49
65,69,49,45
65,69,45,41
65,69,41,37
65,69,37,33
65,69,33,29
29,65,31,63
29,65,63,33
29,65,33,61
29,65,61,35
29,65,35,59
29,65,59,37
29,65,37,57
29,65,57,39
29,65,39,55
29,65,55,41
29,67,31,65
29,67,65,33
29,67,33,63
29,67,63,35
29,67,35,61
29,67,61,37
29,67,37,59
29,67,59,39
29,67,39,57
29,67,57,41
29,69,32,66
29,69,66,35
29,69,35,63
29,69,63,38
29,69,38,60
29,69,60,41
29,69,41,57
29,69,57,44
29,69,44,54
29,69,54,47
29,71,32,68
29,71,68,35
29,71,35,65
29,71,65,38
29,71,38,62
29,71,62,41
29,71,41,59
29,71,59,44
29,71,44,56
29,71,56,47
41,42,43,44
41,42,44,45
41,42,45,46
41,42,46,47
41,42,47,48
41,42,48,49
41,42,49,50
41,42,50,51
41,42,51,52
41,42,52,53
41,42,40,39
41,42,39,38
41,42,38,37
41,42,37,36
41,42,36,35
41,42,35,34
41,42,34,33
41,42,33,32
41,42,32,31
41,42,31,30
52,54,50,48
52,54,48,46
52,54,46,44
52,54,44,42
52,54,42,40
52,54,40,38
52,54,38,36
52,54,36,34
52,54,34,32
52,54,32,30
57,60,59,58
57,60,58,54
57,60,54,51
57,60,51,48
57,60,48,45
57,60,45,42
57,60,42,39
57,60,39,36
57,60,36,33
57,60,33,30
30,34,31,33
30,34,33,38
30,34,38,42
30,34,42,46
30,34,46,50
30,34,50,54
30,34,54,58
30,34,58,62
30,34,62,66
30,34,66,70
66,70,69,67
66,70,67,62
66,70,62,58
66,70,58,54
66,70,54,50
66,70,50,46
66,70,46,42
66,70,42,38
66,70,38,34
66,70,34,30
30,66,32,64
30,66,64,34
30,66,34,62
30,66,62,36
30,66,36,60
30,66,60,38
30,66,38,58
30,66,58,40
30,66,40,56
30,66,56,42
30,68,32,66
30,68,66,34
30,68,34,64
30,68,64,36
30,68,36,62
30,68,62,38
30,68,38,60
30,68,60,40
30,68,40,58
30,68,58,42
30,70,33,67
30,70,67,36
30,70,36,64
30,70,64,39
30,70,39,61
30,70,61,42
30,70,42,58
30,70,58,45
30,70,45,55
30,70,55,48
30,72,33,69
30,72,69,36
30,72,36,66
30,72,66,39
30,72,39,63
30,72,63,42
30,72,42,60
30,72,60,45
30,72,45,57
30,72,57,48
42,43,44,45
42,43,45,46
42,43,46,47
42,43,47,48
42,43,48,49
42,43,49,50
42,43,50,51
42,43,51,52
42,43,52,53
42,43,53,54
42,43,41,40
42,43,40,39
42,43,39,38
42,43,38,37
42,43,37,36
42,43,36,35
42,43,35,34
42,43,34,33
42,43,33,32
42,43,32,31
53,55,51,49
53,55,49,47
53,55,47,45
53,55,45,43
53,55,43,41
53,55,41,39
53,55,39,37
53,55,37,35
53,55,35,33
53,55,33,31
58,61,60,59
58,61,59,55
58,61,55,52
58,61,52,49
58,61,49,46
58,61,46,43
58,61,43,40
58,61,40,37
58,61,37,34
58,61,34,31
31,35,32,34
31,35,34,39
31,35,39,43
31,35,43,47
31,35,47,51
31,35,51,55
31,35,55,59
31,35,59,63
31,35,63,67
31,35,67,71
67,71,70,68
67,71,68,63
67,71,63,59
67,71,59,55
67,71,55,51
67,71,51,47
67,71,47,43
67,71,43,39
67,71,39,35
67,71,35,31
31,67,33,65
31,67,65,35
31,67,35,63
31,67,63,37
31,67,37,61
31,67,61,39
31,67,39,59
31,67,59,41
31,67,41,57
31,67,57,43
31,69,33,67
31,69,67,35
31,69,35,65
31,69,65,37
31,69,37,63
31,69,63,39
31,69,39,61
31,69,61,41
31,69,41,59
31,69,59,43
31,71,34,68
31,71,68,37
31,71,37,65
31,71,65,40
31,71,40,62
31,71,62,43
31,71,43,59
31,71,59,46
31,71,46,56
31,71,56,49
43,44,45,46
43,44,46,47
43,44,47,48
43,44,48,49
43,44,49,50
43,44,50,51
43,44,51,52
43,44,52,53
43,44,53,54
43,44,54,55
43,44,42,41
43,44,41,40
43,44,40,39
43,44,39,38
43,44,38,37
43,44,37,36
43,44,36,35
43,44,35,34
43,44,34,33
43,44,33,32
54,56,52,50
54,56,50,48
54,56,48,46
54,56,46,44
54,56,44,42
54,56,42,40
54,56,40,38
54,56,38,36
54,56,36,34
54,56,34,32
59,62,61,60
59,62,60,56
59,62,56,53
59,62,53,50
59,62,50,47
59,62,47,44
59,62,44,41
59,62,41,38
59,62,38,35
59,62,35,32
32,36,33,35
32,36,35,40
32,36,40,44
32,36,44,48
32,36,48,52
32,36,52,56
32,36,56,60
32,36,60,64
32,36,64,68
32,36,68,72
68,72,71,69
68,72,69,64
68,72,64,60
68,72,60,56
68,72,56,52
68,72,52,48
68,72,48,44
68,72,44,40
68,72,40,36
68,72,36,32
32,68,34,66
32,68,66,36
32,68,36,64
32,68,64,38
32,68,38,62
32,68,62,40
32,68,40,60
32,68,60,42
32,68,42,58
